frame,time_s,position_mm,raw_x,raw_y
0,0.0,301.72469762499276,535,1171
1,0.033403740374037406,305.3572655375857,535,1180
2,0.06680748074807481,308.98983345017865,535,1189
3,0.10021122112211221,312.25084319487996,533,1197
4,0.13361496149614963,315.4637622059866,534,1205
5,0.16701870187018703,318.70874170615645,533,1213
6,0.20042244224422442,319.9195976770207,533,1216
7,0.23382618261826182,319.9195976770207,533,1216
8,0.26722992299229925,319.9195976770207,533,1216
9,0.3006336633663366,319.9035674324892,534,1216
10,0.33403740374037405,318.3051230492016,533,1212
11,0.3674411441144115,316.67461817685097,534,1208
12,0.40084488448844885,313.84928757816755,534,1201
13,0.4342486248624863,311.05601746854717,532,1194
14,0.46765236523652365,307.3913890668911,534,1185
15,0.5010561056105611,303.7427909097666,535,1176
16,0.5344598459845985,300.1102229971736,535,1167
17,0.5678635863586359,296.88127374153544,535,1159
18,0.6012673267326732,293.6523244858972,535,1151
19,0.6346710671067107,290.4073449857275,536,1143
20,0.6680748074807481,287.16236548555776,537,1135
21,0.7014785478547855,283.9334162299195,537,1127
22,0.734882288228823,280.70446697428133,537,1119
23,0.7682860286028603,277.4755177186431,537,1111
24,0.8016897689768977,274.2305382184733,538,1103
25,0.8350935093509352,271.0015889628351,538,1095
26,0.8684972497249726,267.75660946266544,539,1087
27,0.9019009900990099,264.1240415500724,539,1078
28,0.9353047304730473,260.8950922944342,539,1070
29,0.9687084708470848,257.666143038796,539,1062
30,1.0021122112211223,254.42116353862627,540,1054
31,1.0355159515951595,251.59583293994285,540,1047
32,1.068919691969197,249.98135831212377,540,1043
33,1.1023234323432343,249.98135831212377,540,1043
34,1.1357271727172717,249.9973885566553,539,1043
35,1.1691309130913092,249.9973885566553,539,1043
36,1.2025346534653465,251.20824452751958,539,1046
37,1.235938393839384,252.8066889108072,540,1050
38,1.2693421342134215,255.21237060800428,541,1056
39,1.3027458745874587,257.6501127942645,540,1062
40,1.3361496149614962,260.8790620499027,540,1070
41,1.3695533553355337,264.1240415500724,539,1078
42,1.402957095709571,266.94937214875586,539,1085
43,1.4363608360836084,270.17832140439407,539,1093
44,1.469764576457646,273.4072706600323,539,1101
45,1.5031683168316832,276.652250160202,538,1109
46,1.5365720572057207,279.89722966037175,537,1117
47,1.5699757975797581,283.12617891600996,537,1125
48,1.6033795379537954,286.3551281716482,537,1133
49,1.6367832783278329,289.5840774272864,537,1141
50,1.6701870187018704,292.42543827050133,536,1148
51,1.7035907590759076,295.6543875261396,536,1156
52,1.736994499449945,298.479718124823,536,1163
53,1.7703982398239826,301.70866738046124,536,1171
54,1.8038019801980198,305.7608841945405,535,1181
55,1.8372057205720573,309.42551259619654,533,1190
56,1.8706094609460946,312.6704920963663,532,1198
57,1.904013201320132,316.28702976442776,533,1207
58,1.9374169416941696,319.4999487755344,534,1215
59,1.9708206820682068,321.53407230483987,533,1220
60,2.0042244224422445,321.9537212063261,532,1221
61,2.0376281628162816,321.9537212063261,532,1221
62,2.071031903190319,321.9537212063261,532,1221
63,2.1044356435643565,320.6947745018672,535,1218
64,2.137839383938394,319.0963301185796,534,1214
65,2.1712431243124315,316.70667866591407,532,1208
66,2.2046468646864685,313.46169916574434,533,1200
67,2.238050605060506,310.24878015463764,532,1192
68,2.2714543454345435,306.58415175298154,534,1183
69,2.304858085808581,303.3391722528118,535,1175
70,2.3382618261826185,299.70660434021886,535,1166
71,2.371665566556656,296.49368532911217,534,1158
72,2.405069306930693,293.2326755844109,536,1150
73,2.4384730473047305,289.9876960842412,537,1142
74,2.471876787678768,287.16236548555776,537,1135
75,2.5052805280528054,283.52979757296475,537,1126
76,2.538684268426843,280.30084831732654,537,1118
77,2.5720880088008804,277.05586881715675,538,1110
78,2.6054917491749174,273.8269195615186,538,1102
79,2.638895489548955,270.5979703058804,538,1094
80,2.6722992299229924,266.94937214875586,539,1085
81,2.70570297029703,263.73645313764916,538,1077
82,2.7391067106710674,260.49147363747943,539,1069
83,2.772510451045105,257.2625243818412,539,1061
84,2.805914191419142,254.0175448816715,540,1053
85,2.8393179317931794,251.20824452751958,539,1046
86,2.872721672167217,249.9973885566553,539,1043
87,2.9061254125412543,249.9973885566553,539,1043
88,2.939529152915292,250.40100721361006,539,1044
89,2.972932893289329,250.80462587056482,539,1045
90,3.0063366336633663,252.01548184142914,539,1048
91,3.039740374037404,253.61392622471672,540,1052
92,3.0731441144114413,256.0356381664454,540,1058
93,3.106547854785479,258.8609687651288,540,1065
94,3.1399515951595163,262.10594826529854,539,1073
95,3.1733553355335533,265.33489752093675,539,1081
96,3.206759075907591,268.56384677657496,539,1089
